region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Denmark,1.1 (0.9 -- 1.3),1.1,1.1,0.11,0.9,1,1.1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing
Finland,1 (0.85 -- 1.2),1,1,0.12,0.85,0.94,0.99,1,1.1,1.2,Effective reproduction no.,Unsure
Malta,1 (0 -- 8),1,2,4,0,0,0,1,2,8,New confirmed cases by infection date,Likely decreasing
Latvia,0.99 (0.83 -- 1.1),0.99,0.98,0.086,0.83,0.93,0.97,1,1,1.1,Effective reproduction no.,Unsure
Norway,0.99 (0.69 -- 1.3),0.99,0.99,0.18,0.69,0.87,0.95,1,1.1,1.3,Effective reproduction no.,Unsure
Sweden,0.99 (0.76 -- 1.2),0.99,0.98,0.15,0.76,0.91,0.96,1,1,1.2,Effective reproduction no.,Unsure
United Kingdom,0.99 (0.62 -- 1.4),0.99,0.99,0.23,0.62,0.84,0.94,1,1.1,1.4,Effective reproduction no.,Unsure
Greece,0.96 (0.84 -- 1.1),0.96,0.96,0.078,0.84,0.92,0.94,0.97,1,1.1,Effective reproduction no.,Unsure
Ireland,0.95 (0.68 -- 1.2),0.95,0.94,0.16,0.68,0.85,0.91,0.97,1,1.2,Effective reproduction no.,Unsure
Spain,0.93 (0.68 -- 1.1),0.93,0.92,0.15,0.68,0.83,0.9,0.96,1,1.1,Effective reproduction no.,Unsure
Lithuania,0.92 (0.66 -- 1.2),0.92,0.91,0.15,0.66,0.83,0.88,0.95,1,1.2,Effective reproduction no.,Unsure
Switzerland,0.92 (0.72 -- 1.2),0.92,0.93,0.14,0.72,0.85,0.89,0.95,1,1.2,Effective reproduction no.,Unsure
Luxembourg,0.9 (0.73 -- 1.1),0.9,0.91,0.12,0.73,0.84,0.88,0.93,0.97,1.1,Effective reproduction no.,Unsure
Germany,0.87 (0.63 -- 1.1),0.87,0.86,0.14,0.63,0.77,0.83,0.9,0.94,1.1,Effective reproduction no.,Unsure
Slovakia,0.86 (0.72 -- 0.93),0.86,0.85,0.072,0.72,0.83,0.85,0.87,0.88,0.93,Effective reproduction no.,Decreasing
France,0.84 (0.62 -- 1.2),0.84,0.86,0.17,0.62,0.75,0.8,0.88,0.94,1.2,Effective reproduction no.,Unsure
Slovenia,0.84 (0.62 -- 1),0.84,0.83,0.12,0.62,0.76,0.81,0.86,0.9,1,Effective reproduction no.,Unsure
Hungary,0.8 (0.59 -- 1.1),0.8,0.82,0.16,0.59,0.71,0.76,0.83,0.89,1.1,Effective reproduction no.,Unsure
Estonia,0.78 (0.53 -- 1),0.78,0.77,0.14,0.53,0.68,0.74,0.82,0.87,1,Effective reproduction no.,Likely decreasing
Czechia,0.77 (0.55 -- 1),0.77,0.77,0.14,0.55,0.69,0.74,0.8,0.85,1,Effective reproduction no.,Likely decreasing
Bulgaria,0.76 (0.55 -- 1),0.76,0.77,0.14,0.55,0.68,0.73,0.79,0.85,1,Effective reproduction no.,Unsure
Iceland,0.75 (0.27 -- 1.7),0.75,0.85,0.53,0.27,0.55,0.67,0.84,1,1.7,Effective reproduction no.,Unsure
Italy,0.74 (0.6 -- 0.89),0.74,0.74,0.091,0.6,0.68,0.72,0.76,0.8,0.89,Effective reproduction no.,Likely decreasing
Romania,0.74 (0.57 -- 0.86),0.74,0.73,0.088,0.57,0.68,0.72,0.76,0.79,0.86,Effective reproduction no.,Unsure
Poland,0.72 (0.44 -- 0.97),0.72,0.72,0.16,0.44,0.62,0.69,0.76,0.82,0.97,Effective reproduction no.,Unsure
Netherlands,0.7 (0.44 -- 0.88),0.7,0.68,0.13,0.44,0.6,0.66,0.73,0.78,0.88,Effective reproduction no.,Unsure
Austria,0.65 (0.51 -- 0.81),0.65,0.66,0.093,0.51,0.6,0.63,0.67,0.71,0.81,Effective reproduction no.,Unsure
Belgium,0.65 (0.35 -- 0.98),0.65,0.66,0.19,0.35,0.53,0.61,0.7,0.77,0.98,Effective reproduction no.,Unsure
Croatia,0.63 (0.46 -- 0.83),0.63,0.64,0.11,0.46,0.57,0.61,0.66,0.7,0.83,Effective reproduction no.,Unsure
Cyprus,0.51 (0.32 -- 0.83),0.51,0.54,0.18,0.32,0.43,0.48,0.54,0.61,0.83,Effective reproduction no.,Unsure
Liechtenstein,0.51 (0.21 -- 0.95),0.51,0.54,0.25,0.21,0.38,0.46,0.57,0.66,0.95,Effective reproduction no.,Unsure
Malta,0.2 (0.024 -- 0.65),0.2,0.26,0.24,0.024,0.1,0.16,0.25,0.35,0.65,Effective reproduction no.,Likely decreasing
