location,location_name,value,target_end_date
DE,Germany,337407,2021-11-20
DE,Germany,406368,2021-11-27
DE,Germany,397178,2021-12-04
DE,Germany,350902,2021-12-11
DE,Germany,284393,2021-12-18
DE,Germany,186189,2021-12-25
DE,Germany,196678,2022-01-01
DE,Germany,335750,2022-01-08
DE,Germany,456306,2022-01-15
DE,Germany,728594,2022-01-22
DE,Germany,1058043,2022-01-29
DE,Germany,1290299,2022-02-05
DE,Germany,1326317,2022-02-12
DE,Germany,1213982,2022-02-19
DE,Germany,1127277,2022-02-26
DE,Germany,1097390,2022-03-05
DE,Germany,1368253,2022-03-12
DE,Germany,1519317,2022-03-19
DK,Denmark,0,2020-02-01
DK,Denmark,0,2020-02-08
DK,Denmark,0,2020-02-15
DK,Denmark,0,2020-02-22
DK,Denmark,3,2020-02-29
DK,Denmark,20,2020-03-07
DK,Denmark,804,2020-03-14
DK,Denmark,499,2020-03-21
DK,Denmark,875,2020-03-28
DK,Denmark,1876,2020-04-04
DK,Denmark,1919,2020-04-11
DK,Denmark,1246,2020-04-18
DK,Denmark,1203,2020-04-25
DK,Denmark,962,2020-05-02
DK,Denmark,912,2020-05-09
DK,Denmark,539,2020-05-16
DK,Denmark,431,2020-05-23
DK,Denmark,344,2020-05-30
DK,Denmark,291,2020-06-06
DK,Denmark,215,2020-06-13
DK,Denmark,252,2020-06-20
DK,Denmark,284,2020-06-27
DK,Denmark,157,2020-07-04
DK,Denmark,114,2020-07-11
DK,Denmark,227,2020-07-18
DK,Denmark,265,2020-07-25
DK,Denmark,351,2020-08-01
DK,Denmark,653,2020-08-08
DK,Denmark,1041,2020-08-15
DK,Denmark,756,2020-08-22
DK,Denmark,540,2020-08-29
DK,Denmark,957,2020-09-05
DK,Denmark,1821,2020-09-12
DK,Denmark,2879,2020-09-19
DK,Denmark,3777,2020-09-26
DK,Denmark,3089,2020-10-03
DK,Denmark,2780,2020-10-10
DK,Denmark,2859,2020-10-17
DK,Denmark,4470,2020-10-24
DK,Denmark,6940,2020-10-31
DK,Denmark,7879,2020-11-07
DK,Denmark,6848,2020-11-14
DK,Denmark,8557,2020-11-21
DK,Denmark,8719,2020-11-28
DK,Denmark,10504,2020-12-05
DK,Denmark,18258,2020-12-12
DK,Denmark,24490,2020-12-19
DK,Denmark,19561,2020-12-26
DK,Denmark,16374,2021-01-02
DK,Denmark,12699,2021-01-09
DK,Denmark,7959,2021-01-16
DK,Denmark,5718,2021-01-23
DK,Denmark,4178,2021-01-30
DK,Denmark,3091,2021-02-06
DK,Denmark,2881,2021-02-13
DK,Denmark,3014,2021-02-20
DK,Denmark,3651,2021-02-27
DK,Denmark,3594,2021-03-06
DK,Denmark,5592,2021-03-13
DK,Denmark,4930,2021-03-20
DK,Denmark,2201,2021-03-27
DK,Denmark,5669,2021-04-03
DK,Denmark,4383,2021-04-10
DK,Denmark,4630,2021-04-17
DK,Denmark,5279,2021-04-24
DK,Denmark,5035,2021-05-01
DK,Denmark,6137,2021-05-08
DK,Denmark,7357,2021-05-15
DK,Denmark,7120,2021-05-22
DK,Denmark,6775,2021-05-29
DK,Denmark,6202,2021-06-05
DK,Denmark,3923,2021-06-12
DK,Denmark,1904,2021-06-19
DK,Denmark,1306,2021-06-26
DK,Denmark,2156,2021-07-03
DK,Denmark,3689,2021-07-10
DK,Denmark,6845,2021-07-17
DK,Denmark,5417,2021-07-24
DK,Denmark,5931,2021-07-31
DK,Denmark,6158,2021-08-07
DK,Denmark,6962,2021-08-14
DK,Denmark,6819,2021-08-21
DK,Denmark,6605,2021-08-28
DK,Denmark,4996,2021-09-04
DK,Denmark,3592,2021-09-11
DK,Denmark,2454,2021-09-18
DK,Denmark,2291,2021-09-25
DK,Denmark,2979,2021-10-02
DK,Denmark,3693,2021-10-09
DK,Denmark,4704,2021-10-16
DK,Denmark,7005,2021-10-23
DK,Denmark,11186,2021-10-30
DK,Denmark,13894,2021-11-06
DK,Denmark,19954,2021-11-13
DK,Denmark,26577,2021-11-20
DK,Denmark,27961,2021-11-27
DK,Denmark,31448,2021-12-04
DK,Denmark,42315,2021-12-11
DK,Denmark,60662,2021-12-18
DK,Denmark,75974,2021-12-25
DK,Denmark,138246,2022-01-01
DK,Denmark,126955,2022-01-08
DK,Denmark,154800,2022-01-15
DK,Denmark,250778,2022-01-22
DK,Denmark,321474,2022-01-29
DK,Denmark,289241,2022-02-05
DK,Denmark,322546,2022-02-12
DK,Denmark,263285,2022-02-19
DK,Denmark,179445,2022-02-26
DK,Denmark,121430,2022-03-05
DK,Denmark,90711,2022-03-12
DK,Denmark,55976,2022-03-19
EE,Estonia,0,2020-02-01
EE,Estonia,0,2020-02-08
EE,Estonia,0,2020-02-15
EE,Estonia,0,2020-02-22
EE,Estonia,1,2020-02-29
EE,Estonia,9,2020-03-07
EE,Estonia,105,2020-03-14
EE,Estonia,191,2020-03-21
EE,Estonia,339,2020-03-28
EE,Estonia,394,2020-04-04
EE,Estonia,265,2020-04-11
EE,Estonia,208,2020-04-18
EE,Estonia,123,2020-04-25
EE,Estonia,64,2020-05-02
EE,Estonia,34,2020-05-09
EE,Estonia,37,2020-05-16
EE,Estonia,51,2020-05-23
EE,Estonia,44,2020-05-30
EE,Estonia,66,2020-06-06
EE,Estonia,42,2020-06-13
EE,Estonia,8,2020-06-20
EE,Estonia,5,2020-06-27
EE,Estonia,7,2020-07-04
EE,Estonia,21,2020-07-11
EE,Estonia,7,2020-07-18
EE,Estonia,12,2020-07-25
EE,Estonia,39,2020-08-01
EE,Estonia,75,2020-08-08
EE,Estonia,37,2020-08-15
EE,Estonia,81,2020-08-22
EE,Estonia,98,2020-08-29
EE,Estonia,128,2020-09-05
EE,Estonia,164,2020-09-12
EE,Estonia,220,2020-09-19
EE,Estonia,290,2020-09-26
EE,Estonia,412,2020-10-03
EE,Estonia,269,2020-10-10
EE,Estonia,206,2020-10-17
EE,Estonia,299,2020-10-24
EE,Estonia,554,2020-10-31
EE,Estonia,1028,2020-11-07
EE,Estonia,1479,2020-11-14
EE,Estonia,1963,2020-11-21
EE,Estonia,2323,2020-11-28
EE,Estonia,2802,2020-12-05
EE,Estonia,3213,2020-12-12
EE,Estonia,3506,2020-12-19
EE,Estonia,3808,2020-12-26
EE,Estonia,3762,2021-01-02
EE,Estonia,4300,2021-01-09
EE,Estonia,3602,2021-01-16
EE,Estonia,3493,2021-01-23
EE,Estonia,3563,2021-01-30
EE,Estonia,3765,2021-02-06
EE,Estonia,4237,2021-02-13
EE,Estonia,5284,2021-02-20
EE,Estonia,7366,2021-02-27
EE,Estonia,9285,2021-03-06
EE,Estonia,10188,2021-03-13
EE,Estonia,10156,2021-03-20
EE,Estonia,8710,2021-03-27
EE,Estonia,6199,2021-04-03
EE,Estonia,4799,2021-04-10
EE,Estonia,3275,2021-04-17
EE,Estonia,2989,2021-04-24
EE,Estonia,2450,2021-05-01
EE,Estonia,2451,2021-05-08
EE,Estonia,2021,2021-05-15
EE,Estonia,1567,2021-05-22
EE,Estonia,935,2021-05-29
EE,Estonia,644,2021-06-05
EE,Estonia,405,2021-06-12
EE,Estonia,308,2021-06-19
EE,Estonia,160,2021-06-26
EE,Estonia,220,2021-07-03
EE,Estonia,299,2021-07-10
EE,Estonia,347,2021-07-17
EE,Estonia,561,2021-07-24
EE,Estonia,1189,2021-07-31
EE,Estonia,1393,2021-08-07
EE,Estonia,1840,2021-08-14
EE,Estonia,1916,2021-08-21
EE,Estonia,2308,2021-08-28
EE,Estonia,2519,2021-09-04
EE,Estonia,2845,2021-09-11
EE,Estonia,2936,2021-09-18
EE,Estonia,3757,2021-09-25
EE,Estonia,4657,2021-10-02
EE,Estonia,6075,2021-10-09
EE,Estonia,7592,2021-10-16
EE,Estonia,8857,2021-10-23
EE,Estonia,11840,2021-10-30
EE,Estonia,12056,2021-11-06
EE,Estonia,7387,2021-11-13
EE,Estonia,5009,2021-11-20
EE,Estonia,4616,2021-11-27
EE,Estonia,3494,2021-12-04
EE,Estonia,3248,2021-12-11
EE,Estonia,3792,2021-12-18
EE,Estonia,4439,2021-12-25
EE,Estonia,5990,2022-01-01
EE,Estonia,9116,2022-01-08
EE,Estonia,13463,2022-01-15
EE,Estonia,23055,2022-01-22
EE,Estonia,38872,2022-01-29
EE,Estonia,47271,2022-02-05
EE,Estonia,42094,2022-02-12
EE,Estonia,39642,2022-02-19
EE,Estonia,32319,2022-02-26
EE,Estonia,26112,2022-03-05
EE,Estonia,15726,2022-03-12
EE,Estonia,11758,2022-03-19
ES,Spain,1,2020-02-01
ES,Spain,0,2020-02-08
ES,Spain,1,2020-02-15
ES,Spain,0,2020-02-22
ES,Spain,43,2020-02-29
ES,Spain,455,2020-03-07
ES,Spain,5891,2020-03-14
ES,Spain,18983,2020-03-21
ES,Spain,47861,2020-03-28
ES,Spain,52933,2020-04-04
ES,Spain,36859,2020-04-11
ES,Spain,28699,2020-04-18
ES,Spain,14179,2020-04-25
ES,Spain,10677,2020-05-02
ES,Spain,6996,2020-05-09
ES,Spain,7120,2020-05-16
ES,Spain,4592,2020-05-23
ES,Spain,3938,2020-05-30
ES,Spain,2082,2020-06-06
ES,Spain,2295,2020-06-13
ES,Spain,2333,2020-06-20
ES,Spain,2531,2020-06-27
ES,Spain,2076,2020-07-04
ES,Spain,3363,2020-07-11
ES,Spain,6347,2020-07-18
ES,Spain,12166,2020-07-25
ES,Spain,16101,2020-08-01
ES,Spain,25840,2020-08-08
ES,Spain,28451,2020-08-15
ES,Spain,43241,2020-08-22
ES,Spain,53232,2020-08-29
ES,Spain,59703,2020-09-05
ES,Spain,67337,2020-09-12
ES,Spain,73714,2020-09-19
ES,Spain,76441,2020-09-26
ES,Spain,73451,2020-10-03
ES,Spain,71180,2020-10-10
ES,Spain,75448,2020-10-17
ES,Spain,109572,2020-10-24
ES,Spain,139546,2020-10-31
ES,Spain,143154,2020-11-07
ES,Spain,129759,2020-11-14
ES,Spain,98139,2020-11-21
ES,Spain,71478,2020-11-28
ES,Spain,56439,2020-12-05
ES,Spain,45928,2020-12-12
ES,Spain,66661,2020-12-19
ES,Spain,57715,2020-12-26
ES,Spain,73314,2021-01-02
ES,Spain,122095,2021-01-09
ES,Spain,201804,2021-01-16
ES,Spain,247396,2021-01-23
ES,Spain,243559,2021-01-30
ES,Spain,198871,2021-02-06
ES,Spain,114045,2021-02-13
ES,Spain,77087,2021-02-20
ES,Spain,55431,2021-02-27
ES,Spain,-39541,2021-03-06
ES,Spain,34692,2021-03-13
ES,Spain,28628,2021-03-20
ES,Spain,42992,2021-03-27
ES,Spain,45641,2021-04-03
ES,Spain,46547,2021-04-10
ES,Spain,59771,2021-04-17
ES,Spain,61334,2021-04-24
ES,Spain,55460,2021-05-01
ES,Spain,43331,2021-05-08
ES,Spain,37391,2021-05-15
ES,Spain,31654,2021-05-22
ES,Spain,32205,2021-05-29
ES,Spain,29323,2021-06-05
ES,Spain,35619,2021-06-12
ES,Spain,23842,2021-06-19
ES,Spain,25021,2021-06-26
ES,Spain,51405,2021-07-03
ES,Spain,103324,2021-07-10
ES,Spain,163030,2021-07-17
ES,Spain,180207,2021-07-24
ES,Spain,166615,2021-07-31
ES,Spain,141088,2021-08-07
ES,Spain,105408,2021-08-14
ES,Spain,76913,2021-08-21
ES,Spain,61356,2021-08-28
ES,Spain,45946,2021-09-04
ES,Spain,29706,2021-09-11
ES,Spain,22085,2021-09-18
ES,Spain,17055,2021-09-25
ES,Spain,14527,2021-10-02
ES,Spain,12491,2021-10-09
ES,Spain,10767,2021-10-16
ES,Spain,13346,2021-10-23
ES,Spain,13416,2021-10-30
ES,Spain,14491,2021-11-06
ES,Spain,21517,2021-11-13
ES,Spain,33507,2021-11-20
ES,Spain,50349,2021-11-27
ES,Spain,71946,2021-12-04
ES,Spain,87232,2021-12-11
ES,Spain,165337,2021-12-18
ES,Spain,262480,2021-12-25
ES,Spain,576738,2022-01-01
ES,Spain,870161,2022-01-08
ES,Spain,928130,2022-01-15
ES,Spain,882422,2022-01-22
ES,Spain,803672,2022-01-29
ES,Spain,420586,2022-02-05
ES,Spain,404484,2022-02-12
ES,Spain,205022,2022-02-19
ES,Spain,168302,2022-02-26
ES,Spain,122904,2022-03-05
ES,Spain,123546,2022-03-12
ES,Spain,100663,2022-03-19
FI,Finland,1,2020-02-01
FI,Finland,0,2020-02-08
FI,Finland,1,2020-02-15
FI,Finland,0,2020-02-22
FI,Finland,6,2020-02-29
FI,Finland,20,2020-03-07
FI,Finland,251,2020-03-14
FI,Finland,457,2020-03-21
FI,Finland,660,2020-03-28
FI,Finland,910,2020-04-04
FI,Finland,979,2020-04-11
FI,Finland,822,2020-04-18
FI,Finland,710,2020-04-25
FI,Finland,653,2020-05-02
FI,Finland,661,2020-05-09
FI,Finland,417,2020-05-16
FI,Finland,237,2020-05-23
FI,Finland,179,2020-05-30
FI,Finland,104,2020-06-06
FI,Finland,64,2020-06-13
FI,Finland,43,2020-06-20
FI,Finland,59,2020-06-27
FI,Finland,50,2020-07-04
FI,Finland,39,2020-07-11
FI,Finland,35,2020-07-18
FI,Finland,56,2020-07-25
FI,Finland,71,2020-08-01
FI,Finland,150,2020-08-08
FI,Finland,162,2020-08-15
FI,Finland,222,2020-08-22
FI,Finland,146,2020-08-29
FI,Finland,218,2020-09-05
FI,Finland,324,2020-09-12
FI,Finland,417,2020-09-19
FI,Finland,712,2020-09-26
FI,Finland,949,2020-10-03
FI,Finland,1709,2020-10-10
FI,Finland,1286,2020-10-17
FI,Finland,1248,2020-10-24
FI,Finland,1416,2020-10-31
FI,Finland,1428,2020-11-07
FI,Finland,1586,2020-11-14
FI,Finland,2389,2020-11-21
FI,Finland,3097,2020-11-28
FI,Finland,3059,2020-12-05
FI,Finland,2914,2020-12-12
FI,Finland,2419,2020-12-19
FI,Finland,1714,2020-12-26
FI,Finland,1754,2021-01-02
FI,Finland,1825,2021-01-09
FI,Finland,1768,2021-01-16
FI,Finland,2302,2021-01-23
FI,Finland,2613,2021-01-30
FI,Finland,2616,2021-02-06
FI,Finland,2496,2021-02-13
FI,Finland,3429,2021-02-20
FI,Finland,3837,2021-02-27
FI,Finland,4455,2021-03-06
FI,Finland,4844,2021-03-13
FI,Finland,4816,2021-03-20
FI,Finland,4284,2021-03-27
FI,Finland,3351,2021-04-03
FI,Finland,2735,2021-04-10
FI,Finland,2072,2021-04-17
FI,Finland,1644,2021-04-24
FI,Finland,1437,2021-05-01
FI,Finland,1484,2021-05-08
FI,Finland,1398,2021-05-15
FI,Finland,1415,2021-05-22
FI,Finland,947,2021-05-29
FI,Finland,747,2021-06-05
FI,Finland,588,2021-06-12
FI,Finland,501,2021-06-19
FI,Finland,860,2021-06-26
FI,Finland,1306,2021-07-03
FI,Finland,1627,2021-07-10
FI,Finland,2100,2021-07-17
FI,Finland,2732,2021-07-24
FI,Finland,4425,2021-07-31
FI,Finland,4963,2021-08-07
FI,Finland,5336,2021-08-14
FI,Finland,4413,2021-08-21
FI,Finland,4158,2021-08-28
FI,Finland,4115,2021-09-04
FI,Finland,3222,2021-09-11
FI,Finland,2904,2021-09-18
FI,Finland,2891,2021-09-25
FI,Finland,3799,2021-10-02
FI,Finland,4163,2021-10-09
FI,Finland,3883,2021-10-16
FI,Finland,3593,2021-10-23
FI,Finland,4121,2021-10-30
FI,Finland,4987,2021-11-06
FI,Finland,5825,2021-11-13
FI,Finland,7299,2021-11-20
FI,Finland,7974,2021-11-27
FI,Finland,9154,2021-12-04
FI,Finland,10221,2021-12-11
FI,Finland,12843,2021-12-18
FI,Finland,19293,2021-12-25
FI,Finland,41085,2022-01-01
FI,Finland,54570,2022-01-08
FI,Finland,57500,2022-01-15
FI,Finland,55099,2022-01-22
FI,Finland,30562,2022-01-29
FI,Finland,39461,2022-02-05
FI,Finland,55081,2022-02-12
FI,Finland,35073,2022-02-19
FI,Finland,32683,2022-02-26
FI,Finland,34044,2022-03-05
FI,Finland,62489,2022-03-12
FI,Finland,52050,2022-03-19
FR,France,3,2020-02-01
FR,France,5,2020-02-08
FR,France,1,2020-02-15
FR,France,0,2020-02-22
FR,France,88,2020-02-29
FR,France,838,2020-03-07
FR,France,3531,2020-03-14
FR,France,9813,2020-03-21
FR,France,22880,2020-03-28
FR,France,9321,2020-04-04
FR,France,10489,2020-04-11
FR,France,92711,2020-04-18
FR,France,10612,2020-04-25
FR,France,8342,2020-05-02
FR,France,7495,2020-05-09
FR,France,3008,2020-05-16
FR,France,2829,2020-05-23
FR,France,5639,2020-05-30
FR,France,1722,2020-06-06
FR,France,2713,2020-06-13
FR,France,2492,2020-06-20
FR,France,1986,2020-06-27
FR,France,1473,2020-07-04
FR,France,2575,2020-07-11
FR,France,2947,2020-07-18
FR,France,5037,2020-07-25
FR,France,6582,2020-08-01
FR,France,9467,2020-08-08
FR,France,16769,2020-08-15
FR,France,21758,2020-08-22
FR,France,33136,2020-08-29
FR,France,43748,2020-09-05
FR,France,54257,2020-09-12
FR,France,66058,2020-09-19
FR,France,83360,2020-09-26
FR,France,76642,2020-10-03
FR,France,110825,2020-10-10
FR,France,146685,2020-10-17
FR,France,217868,2020-10-24
FR,France,278983,2020-10-31
FR,France,379511,2020-11-07
FR,France,204033,2020-11-14
FR,France,171052,2020-11-21
FR,France,80452,2020-11-28
FR,France,72150,2020-12-05
FR,France,82851,2020-12-12
FR,France,94099,2020-12-19
FR,France,89549,2020-12-26
FR,France,91016,2021-01-02
FR,France,122716,2021-01-09
FR,France,125412,2021-01-16
FR,France,138788,2021-01-23
FR,France,140954,2021-01-30
FR,France,135999,2021-02-06
FR,France,128532,2021-02-13
FR,France,130902,2021-02-20
FR,France,149767,2021-02-27
FR,France,143708,2021-03-06
FR,France,161662,2021-03-13
FR,France,205091,2021-03-20
FR,France,254568,2021-03-27
FR,France,229985,2021-04-03
FR,France,196477,2021-04-10
FR,France,317923,2021-04-17
FR,France,210197,2021-04-24
FR,France,165210,2021-05-01
FR,France,120870,2021-05-08
FR,France,93546,2021-05-15
FR,France,-272773,2021-05-22
FR,France,61415,2021-05-29
FR,France,47597,2021-06-05
FR,France,27654,2021-06-12
FR,France,15577,2021-06-19
FR,France,10765,2021-06-26
FR,France,13336,2021-07-03
FR,France,22628,2021-07-10
FR,France,44321,2021-07-17
FR,France,119095,2021-07-24
FR,France,142476,2021-07-31
FR,France,143920,2021-08-07
FR,France,151528,2021-08-14
FR,France,134208,2021-08-21
FR,France,117980,2021-08-28
FR,France,84772,2021-09-04
FR,France,63590,2021-09-11
FR,France,46460,2021-09-18
FR,France,35800,2021-09-25
FR,France,31581,2021-10-02
FR,France,26060,2021-10-09
FR,France,30826,2021-10-16
FR,France,33636,2021-10-23
FR,France,38213,2021-10-30
FR,France,47076,2021-11-06
FR,France,64199,2021-11-13
FR,France,117748,2021-11-20
FR,France,190038,2021-11-27
FR,France,283556,2021-12-04
FR,France,336341,2021-12-11
FR,France,357809,2021-12-18
FR,France,505308,2021-12-25
FR,France,1096489,2022-01-01
FR,France,1598570,2022-01-08
FR,France,2024575,2022-01-15
FR,France,2437298,2022-01-22
FR,France,2339599,2022-01-29
FR,France,1723710,2022-02-05
FR,France,970983,2022-02-12
FR,France,573367,2022-02-19
FR,France,396058,2022-02-26
FR,France,348648,2022-03-05
FR,France,417809,2022-03-12
FR,France,584222,2022-03-19
GB,United Kingdom,2,2020-02-01
GB,United Kingdom,11,2020-02-08
GB,United Kingdom,5,2020-02-15
GB,United Kingdom,5,2020-02-22
GB,United Kingdom,38,2020-02-29
GB,United Kingdom,367,2020-03-07
GB,United Kingdom,2202,2020-03-14
GB,United Kingdom,6327,2020-03-21
GB,United Kingdom,17882,2020-03-28
GB,United Kingdom,30359,2020-04-04
GB,United Kingdom,32192,2020-04-11
GB,United Kingdom,32047,2020-04-18
GB,United Kingdom,32824,2020-04-25
GB,United Kingdom,31230,2020-05-02
GB,United Kingdom,22833,2020-05-09
GB,United Kingdom,19782,2020-05-16
GB,United Kingdom,16226,2020-05-23
GB,United Kingdom,10744,2020-05-30
GB,United Kingdom,8442,2020-06-06
GB,United Kingdom,7079,2020-06-13
GB,United Kingdom,6573,2020-06-20
GB,United Kingdom,5138,2020-06-27
GB,United Kingdom,2592,2020-07-04
GB,United Kingdom,4053,2020-07-11
GB,United Kingdom,5113,2020-07-18
GB,United Kingdom,4615,2020-07-25
GB,United Kingdom,5261,2020-08-01
GB,United Kingdom,5821,2020-08-08
GB,United Kingdom,7616,2020-08-15
GB,United Kingdom,7222,2020-08-22
GB,United Kingdom,8151,2020-08-29
GB,United Kingdom,11412,2020-09-05
GB,United Kingdom,21010,2020-09-12
GB,United Kingdom,25184,2020-09-19
GB,United Kingdom,38919,2020-09-26
GB,United Kingdom,50740,2020-10-03
GB,United Kingdom,110827,2020-10-10
GB,United Kingdom,114584,2020-10-17
GB,United Kingdom,148582,2020-10-24
GB,United Kingdom,157650,2020-10-31
GB,United Kingdom,159781,2020-11-07
GB,United Kingdom,172915,2020-11-14
GB,United Kingdom,149027,2020-11-21
GB,United Kingdom,111789,2020-11-28
GB,United Kingdom,100799,2020-12-05
GB,United Kingdom,124985,2020-12-12
GB,United Kingdom,173263,2020-12-19
GB,United Kingdom,251786,2020-12-26
GB,United Kingdom,343784,2021-01-02
GB,United Kingdom,417620,2021-01-09
GB,United Kingdom,339952,2021-01-16
GB,United Kingdom,260098,2021-01-23
GB,United Kingdom,178629,2021-01-30
GB,United Kingdom,133747,2021-02-06
GB,United Kingdom,97271,2021-02-13
GB,United Kingdom,78569,2021-02-20
GB,United Kingdom,64844,2021-02-27
GB,United Kingdom,42824,2021-03-06
GB,United Kingdom,40477,2021-03-13
GB,United Kingdom,37451,2021-03-20
GB,United Kingdom,37909,2021-03-27
GB,United Kingdom,27911,2021-04-03
GB,United Kingdom,10954,2021-04-10
GB,United Kingdom,17893,2021-04-17
GB,United Kingdom,17232,2021-04-24
GB,United Kingdom,15360,2021-05-01
GB,United Kingdom,14560,2021-05-08
GB,United Kingdom,15761,2021-05-15
GB,United Kingdom,11595,2021-05-22
GB,United Kingdom,20499,2021-05-29
GB,United Kingdom,30724,2021-06-05
GB,United Kingdom,46825,2021-06-12
GB,United Kingdom,62474,2021-06-19
GB,United Kingdom,96843,2021-06-26
GB,United Kingdom,161805,2021-07-03
GB,United Kingdom,210277,2021-07-10
GB,United Kingdom,296447,2021-07-17
GB,United Kingdom,282920,2021-07-24
GB,United Kingdom,187268,2021-07-31
GB,United Kingdom,185724,2021-08-07
GB,United Kingdom,198759,2021-08-14
GB,United Kingdom,219919,2021-08-21
GB,United Kingdom,237556,2021-08-28
GB,United Kingdom,243125,2021-09-04
GB,United Kingdom,256051,2021-09-11
GB,United Kingdom,203077,2021-09-18
GB,United Kingdom,230494,2021-09-25
GB,United Kingdom,239781,2021-10-02
GB,United Kingdom,249699,2021-10-09
GB,United Kingdom,283756,2021-10-16
GB,United Kingdom,330465,2021-10-23
GB,United Kingdom,285028,2021-10-30
GB,United Kingdom,252104,2021-11-06
GB,United Kingdom,252905,2021-11-13
GB,United Kingdom,281063,2021-11-20
GB,United Kingdom,304374,2021-11-27
GB,United Kingdom,310696,2021-12-04
GB,United Kingdom,350340,2021-12-11
GB,United Kingdom,507984,2021-12-18
GB,United Kingdom,733725,2021-12-25
GB,United Kingdom,1087305,2022-01-01
GB,United Kingdom,1233336,2022-01-08
GB,United Kingdom,813326,2022-01-15
GB,United Kingdom,637368,2022-01-22
GB,United Kingdom,621635,2022-01-29
GB,United Kingdom,1343876,2022-02-05
GB,United Kingdom,516016,2022-02-12
GB,United Kingdom,319408,2022-02-19
GB,United Kingdom,219342,2022-02-26
GB,United Kingdom,314416,2022-03-05
GB,United Kingdom,411304,2022-03-12
GB,United Kingdom,563277,2022-03-19
GR,Greece,0,2020-02-01
GR,Greece,0,2020-02-08
GR,Greece,0,2020-02-15
GR,Greece,0,2020-02-22
GR,Greece,4,2020-02-29
GR,Greece,42,2020-03-07
GR,Greece,182,2020-03-14
GR,Greece,302,2020-03-21
GR,Greece,305,2020-03-28
GR,Greece,838,2020-04-04
GR,Greece,408,2020-04-11
GR,Greece,154,2020-04-18
GR,Greece,271,2020-04-25
GR,Greece,114,2020-05-02
GR,Greece,90,2020-05-09
GR,Greece,109,2020-05-16
GR,Greece,57,2020-05-23
GR,Greece,39,2020-05-30
GR,Greece,134,2020-06-06
GR,Greece,63,2020-06-13
GR,Greece,144,2020-06-20
GR,Greece,110,2020-06-27
GR,Greece,145,2020-07-04
GR,Greece,261,2020-07-11
GR,Greece,211,2020-07-18
GR,Greece,183,2020-07-25
GR,Greece,421,2020-08-01
GR,Greece,834,2020-08-08
GR,Greece,1437,2020-08-15
GR,Greece,1523,2020-08-22
GR,Greece,1596,2020-08-29
GR,Greece,1409,2020-09-05
GR,Greece,1650,2020-09-12
GR,Greece,1942,2020-09-19
GR,Greece,2250,2020-09-26
GR,Greece,2385,2020-10-03
GR,Greece,2465,2020-10-10
GR,Greece,2854,2020-10-17
GR,Greece,5060,2020-10-24
GR,Greece,9259,2020-10-31
GR,Greece,15558,2020-11-07
GR,Greece,17701,2020-11-14
GR,Greece,17611,2020-11-21
GR,Greece,12913,2020-11-28
GR,Greece,11534,2020-12-05
GR,Greece,9274,2020-12-12
GR,Greece,6643,2020-12-19
GR,Greece,4629,2020-12-26
GR,Greece,4595,2021-01-02
GR,Greece,4584,2021-01-09
GR,Greece,4077,2021-01-16
GR,Greece,3276,2021-01-23
GR,Greece,4827,2021-01-30
GR,Greece,6740,2021-02-06
GR,Greece,8253,2021-02-13
GR,Greece,7452,2021-02-20
GR,Greece,10913,2021-02-27
GR,Greece,14147,2021-03-06
GR,Greece,15543,2021-03-13
GR,Greece,16090,2021-03-20
GR,Greece,16979,2021-03-27
GR,Greece,20869,2021-04-03
GR,Greece,20304,2021-04-10
GR,Greece,19681,2021-04-17
GR,Greece,18286,2021-04-24
GR,Greece,14692,2021-05-01
GR,Greece,14155,2021-05-08
GR,Greece,15254,2021-05-15
GR,Greece,13098,2021-05-22
GR,Greece,11466,2021-05-29
GR,Greece,8394,2021-06-05
GR,Greece,5847,2021-06-12
GR,Greece,3459,2021-06-19
GR,Greece,2575,2021-06-26
GR,Greece,4677,2021-07-03
GR,Greece,11998,2021-07-10
GR,Greece,18409,2021-07-17
GR,Greece,18612,2021-07-24
GR,Greece,18938,2021-07-31
GR,Greece,19038,2021-08-07
GR,Greece,22895,2021-08-14
GR,Greece,22002,2021-08-21
GR,Greece,22495,2021-08-28
GR,Greece,18933,2021-09-04
GR,Greece,15171,2021-09-11
GR,Greece,15660,2021-09-18
GR,Greece,15371,2021-09-25
GR,Greece,15297,2021-10-02
GR,Greece,15313,2021-10-09
GR,Greece,16718,2021-10-16
GR,Greece,22086,2021-10-23
GR,Greece,25165,2021-10-30
GR,Greece,41173,2021-11-06
GR,Greece,47411,2021-11-13
GR,Greece,46780,2021-11-20
GR,Greece,45871,2021-11-27
GR,Greece,42012,2021-12-04
GR,Greece,36957,2021-12-11
GR,Greece,31587,2021-12-18
GR,Greece,39594,2021-12-25
GR,Greece,170029,2022-01-01
GR,Greece,248162,2022-01-08
GR,Greece,161064,2022-01-15
GR,Greece,131115,2022-01-22
GR,Greece,128677,2022-01-29
GR,Greece,126989,2022-02-05
GR,Greece,126371,2022-02-12
GR,Greece,126090,2022-02-19
GR,Greece,107857,2022-02-26
GR,Greece,102072,2022-03-05
GR,Greece,124369,2022-03-12
GR,Greece,152564,2022-03-19
HR,Croatia,0,2020-02-01
HR,Croatia,0,2020-02-08
HR,Croatia,0,2020-02-15
HR,Croatia,0,2020-02-22
HR,Croatia,6,2020-02-29
HR,Croatia,6,2020-03-07
HR,Croatia,26,2020-03-14
HR,Croatia,168,2020-03-21
HR,Croatia,451,2020-03-28
